Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-10-29 00.00,0,125.25,-125.25,2246,2722.5,-476.5
2021-10-29 01.00,0,120.75,-120.75,,,
2021-10-29 02.00,0,117,-117,,,
2021-10-29 03.00,0,112.5,-112.5,,,
2021-10-29 04.00,0,111,-111,,,
2021-10-29 05.00,0,108.75,-108.75,,,
2021-10-29 06.00,0,103.5,-103.5,,,
2021-10-29 07.00,0,90,-90,,,
2021-10-29 08.00,81,94.5,-13.5,,,
2021-10-29 09.00,180,100.5,79.5,,,
2021-10-29 10.00,250,105,145,,,
2021-10-29 11.00,250,109.5,140.5,,,
2021-10-29 12.00,250,109.5,140.5,,,
2021-10-29 13.00,250,111.75,138.25,,,
2021-10-29 14.00,250,115.5,134.5,,,
2021-10-29 15.00,250,114.75,135.25,,,
2021-10-29 16.00,250,114,136,,,
2021-10-29 17.00,235,110.25,124.75,,,
2021-10-29 18.00,0,129,-129,,,
2021-10-29 19.00,0,127.5,-127.5,,,
2021-10-29 20.00,0,124.5,-124.5,,,
2021-10-29 21.00,0,124.5,-124.5,,,
2021-10-29 22.00,0,123,-123,,,
2021-10-29 23.00,0,120,-120,,,
2021-10-30 00.00,0,115.5,-115.5,2084,2478,-394
2021-10-30 01.00,0,113.25,-113.25,,,
2021-10-30 02.00,0,109.5,-109.5,,,
2021-10-30 03.00,0,100.5,-100.5,,,
2021-10-30 04.00,0,97.5,-97.5,,,
2021-10-30 05.00,0,99,-99,,,
2021-10-30 06.00,0,96,-96,,,
2021-10-30 07.00,0,86.25,-86.25,,,
2021-10-30 08.00,160,87,73,,,
2021-10-30 09.00,220,89.25,130.75,,,
2021-10-30 10.00,220,91.5,128.5,,,
2021-10-30 11.00,220,92.25,127.75,,,
2021-10-30 12.00,220,91.5,128.5,,,
2021-10-30 13.00,256,96.75,159.25,,,
2021-10-30 14.00,256,100.5,155.5,,,
2021-10-30 15.00,256,101.25,154.75,,,
2021-10-30 16.00,256,101.25,154.75,,,
2021-10-30 17.00,20,100.5,-80.5,,,
2021-10-30 18.00,0,123.75,-123.75,,,
2021-10-30 19.00,0,121.5,-121.5,,,
2021-10-30 20.00,0,119.25,-119.25,,,
2021-10-30 21.00,0,117,-117,,,
2021-10-30 22.00,0,116.25,-116.25,,,
2021-10-30 23.00,0,111,-111,,,
2021-10-31 00.00,0,105.75,-105.75,1840,2429.25,-589.25
2021-10-31 01.00,0,100.5,-100.5,,,
2021-10-31 02.00,0,98.25,-98.25,,,
2021-10-31 03.00,0,96,-96,,,
2021-10-31 04.00,0,93.75,-93.75,,,
2021-10-31 05.00,0,94.5,-94.5,,,
2021-10-31 06.00,0,93,-93,,,
2021-10-31 07.00,0,81,-81,,,
2021-10-31 08.00,182,84.75,97.25,,,
2021-10-31 09.00,182,88.5,93.5,,,
2021-10-31 10.00,182,93,89,,,
2021-10-31 11.00,182,96.75,85.25,,,
2021-10-31 12.00,220,97.5,122.5,,,
2021-10-31 13.00,220,101.25,118.75,,,
2021-10-31 14.00,220,104.25,115.75,,,
2021-10-31 15.00,220,102.75,117.25,,,
2021-10-31 16.00,212,102,110,,,
2021-10-31 17.00,20,99.75,-79.75,,,
2021-10-31 18.00,0,114.75,-114.75,,,
2021-10-31 19.00,0,121.5,-121.5,,,
2021-10-31 20.00,0,119.25,-119.25,,,
2021-10-31 21.00,0,116.25,-116.25,,,
2021-10-31 22.00,0,114,-114,,,
2021-10-31 23.00,0,110.25,-110.25,,,
2021-11-01 00.00,0,102.75,-102.75,1277,2352,-1075
2021-11-01 01.00,0,98.25,-98.25,,,
2021-11-01 02.00,0,93.75,-93.75,,,
2021-11-01 03.00,0,90.75,-90.75,,,
2021-11-01 04.00,0,89.25,-89.25,,,
2021-11-01 05.00,0,91.5,-91.5,,,
2021-11-01 06.00,0,89.25,-89.25,,,
2021-11-01 07.00,31,78.75,-47.75,,,
2021-11-01 08.00,60,83.25,-23.25,,,
2021-11-01 09.00,150,87.75,62.25,,,
2021-11-01 10.00,190,90.75,99.25,,,
2021-11-01 11.00,105,95.25,9.75,,,
2021-11-01 12.00,100,96,4,,,
2021-11-01 13.00,150,99,51,,,
2021-11-01 14.00,150,99,51,,,
2021-11-01 15.00,150,99.75,50.25,,,
2021-11-01 16.00,150,99.75,50.25,,,
2021-11-01 17.00,41,96,-55,,,
2021-11-01 18.00,0,120.75,-120.75,,,
2021-11-01 19.00,0,117,-117,,,
2021-11-01 20.00,0,114,-114,,,
2021-11-01 21.00,0,110.25,-110.25,,,
2021-11-01 22.00,0,105.75,-105.75,,,
2021-11-01 23.00,0,103.5,-103.5,,,
2021-11-02 00.00,0,99,-99,1729,2222.25,-493.25
2021-11-02 01.00,0,95.25,-95.25,,,
2021-11-02 02.00,0,93,-93,,,
2021-11-02 03.00,0,88.5,-88.5,,,
2021-11-02 04.00,0,87.75,-87.75,,,
2021-11-02 05.00,0,88.5,-88.5,,,
2021-11-02 06.00,0,80.25,-80.25,,,
2021-11-02 07.00,13,69.75,-56.75,,,
2021-11-02 08.00,100,75.75,24.25,,,
2021-11-02 09.00,140,79.5,60.5,,,
2021-11-02 10.00,140,84,56,,,
2021-11-02 11.00,140,90.75,49.25,,,
2021-11-02 12.00,240,96,144,,,
2021-11-02 13.00,240,93,147,,,
2021-11-02 14.00,240,90,150,,,
2021-11-02 15.00,240,91.5,148.5,,,
2021-11-02 16.00,210,90.75,119.25,,,
2021-11-02 17.00,26,88.5,-62.5,,,
2021-11-02 18.00,0,115.5,-115.5,,,
2021-11-02 19.00,0,109.5,-109.5,,,
2021-11-02 20.00,0,107.25,-107.25,,,
2021-11-02 21.00,0,105.75,-105.75,,,
2021-11-02 22.00,0,102.75,-102.75,,,
2021-11-02 23.00,0,99.75,-99.75,,,
2021-11-03 00.00,0,96,-96,2274,2239.5,34.5
2021-11-03 01.00,0,93,-93,,,
2021-11-03 02.00,0,90,-90,,,
2021-11-03 03.00,0,87.75,-87.75,,,
2021-11-03 04.00,0,87,-87,,,
2021-11-03 05.00,0,87,-87,,,
2021-11-03 06.00,0,79.5,-79.5,,,
2021-11-03 07.00,0,71.25,-71.25,,,
2021-11-03 08.00,60,77.25,-17.25,,,
2021-11-03 09.00,224,81.75,142.25,,,
2021-11-03 10.00,224,85.5,138.5,,,
2021-11-03 11.00,248,88.5,159.5,,,
2021-11-03 12.00,248,87,161,,,
2021-11-03 13.00,248,89.25,158.75,,,
2021-11-03 14.00,300,90,210,,,
2021-11-03 15.00,300,92.25,207.75,,,
2021-11-03 16.00,300,93,207,,,
2021-11-03 17.00,122,91.5,30.5,,,
2021-11-03 18.00,0,118.5,-118.5,,,
2021-11-03 19.00,0,114,-114,,,
2021-11-03 20.00,0,111.75,-111.75,,,
2021-11-03 21.00,0,111.75,-111.75,,,
2021-11-03 22.00,0,109.5,-109.5,,,
2021-11-03 23.00,0,106.5,-106.5,,,
2021-11-04 00.00,0,100.5,-100.5,2112,2404.5,-292.5
2021-11-04 01.00,0,94.5,-94.5,,,
2021-11-04 02.00,0,89.25,-89.25,,,
2021-11-04 03.00,0,84.75,-84.75,,,
2021-11-04 04.00,0,84,-84,,,
2021-11-04 05.00,0,87.75,-87.75,,,
2021-11-04 06.00,0,88.5,-88.5,,,
2021-11-04 07.00,0,75.75,-75.75,,,
2021-11-04 08.00,100,84,16,,,
2021-11-04 09.00,180,90,90,,,
2021-11-04 10.00,248,95.25,152.75,,,
2021-11-04 11.00,248,99,149,,,
2021-11-04 12.00,248,98.25,149.75,,,
2021-11-04 13.00,248,102,146,,,
2021-11-04 14.00,248,105,143,,,
2021-11-04 15.00,248,105.75,142.25,,,
2021-11-04 16.00,248,105,143,,,
2021-11-04 17.00,96,102.75,-6.75,,,
2021-11-04 18.00,0,125.25,-125.25,,,
2021-11-04 19.00,0,122.25,-122.25,,,
2021-11-04 20.00,0,120,-120,,,
2021-11-04 21.00,0,118.5,-118.5,,,
2021-11-04 22.00,0,116.25,-116.25,,,
2021-11-04 23.00,0,110.25,-110.25,,,
2021-11-05 00.00,0,105.75,-105.75,1990,2482.5,-492.5
2021-11-05 01.00,0,99.75,-99.75,,,
2021-11-05 02.00,0,96,-96,,,
2021-11-05 03.00,0,93,-93,,,
2021-11-05 04.00,0,90,-90,,,
2021-11-05 05.00,0,90.75,-90.75,,,
2021-11-05 06.00,0,90,-90,,,
2021-11-05 07.00,20,80.25,-60.25,,,
2021-11-05 08.00,80,88.5,-8.5,,,
2021-11-05 09.00,230,93.75,136.25,,,
2021-11-05 10.00,230,99.75,130.25,,,
2021-11-05 11.00,230,102.75,127.25,,,
2021-11-05 12.00,230,102.75,127.25,,,
2021-11-05 13.00,230,107.25,122.75,,,
2021-11-05 14.00,230,106.5,123.5,,,
2021-11-05 15.00,230,108,122,,,
2021-11-05 16.00,230,107.25,122.75,,,
2021-11-05 17.00,50,102.75,-52.75,,,
2021-11-05 18.00,0,127.5,-127.5,,,
2021-11-05 19.00,0,123,-123,,,
2021-11-05 20.00,0,121.5,-121.5,,,
2021-11-05 21.00,0,118.5,-118.5,,,
2021-11-05 22.00,0,115.5,-115.5,,,
2021-11-05 23.00,0,111.75,-111.75,,,
2021-11-06 00.00,0,106.5,-106.5,2086,2520.75,-434.75
2021-11-06 01.00,0,102.75,-102.75,,,
2021-11-06 02.00,0,98.25,-98.25,,,
2021-11-06 03.00,0,94.5,-94.5,,,
2021-11-06 04.00,0,92.25,-92.25,,,
2021-11-06 05.00,0,93.75,-93.75,,,
2021-11-06 06.00,0,92.25,-92.25,,,
2021-11-06 07.00,1,80.25,-79.25,,,
2021-11-06 08.00,85,88.5,-3.5,,,
2021-11-06 09.00,240,93.75,146.25,,,
2021-11-06 10.00,240,101.25,138.75,,,
2021-11-06 11.00,240,104.25,135.75,,,
2021-11-06 12.00,240,107.25,132.75,,,
2021-11-06 13.00,240,109.5,130.5,,,
2021-11-06 14.00,240,112.5,127.5,,,
2021-11-06 15.00,240,112.5,127.5,,,
2021-11-06 16.00,240,109.5,130.5,,,
2021-11-06 17.00,80,106.5,-26.5,,,
2021-11-06 18.00,0,125.25,-125.25,,,
2021-11-06 19.00,0,120,-120,,,
2021-11-06 20.00,0,119.25,-119.25,,,
2021-11-06 21.00,0,118.5,-118.5,,,
2021-11-06 22.00,0,117.75,-117.75,,,
2021-11-06 23.00,0,114,-114,,,
2021-11-07 00.00,0,108,-108,1759,2491.5,-732.5
2021-11-07 01.00,0,103.5,-103.5,,,
2021-11-07 02.00,0,99.75,-99.75,,,
2021-11-07 03.00,0,96,-96,,,
2021-11-07 04.00,0,93.75,-93.75,,,
2021-11-07 05.00,0,94.5,-94.5,,,
2021-11-07 06.00,0,93.75,-93.75,,,
2021-11-07 07.00,0,80.25,-80.25,,,
2021-11-07 08.00,59,87,-28,,,
2021-11-07 09.00,150,92.25,57.75,,,
2021-11-07 10.00,150,98.25,51.75,,,
2021-11-07 11.00,150,102.75,47.25,,,
2021-11-07 12.00,150,102.75,47.25,,,
2021-11-07 13.00,260,104.25,155.75,,,
2021-11-07 14.00,260,103.5,156.5,,,
2021-11-07 15.00,260,103.5,156.5,,,
2021-11-07 16.00,260,102.75,157.25,,,
2021-11-07 17.00,60,102,-42,,,
2021-11-07 18.00,0,127.5,-127.5,,,
2021-11-07 19.00,0,121.5,-121.5,,,
2021-11-07 20.00,0,120.75,-120.75,,,
2021-11-07 21.00,0,119.25,-119.25,,,
2021-11-07 22.00,0,119.25,-119.25,,,
2021-11-07 23.00,0,114.75,-114.75,,,
2021-11-08 00.00,0,108.75,-108.75,2060,2538.9375,-478.9375
2021-11-08 01.00,0,102,-102,,,
2021-11-08 02.00,0,99,-99,,,
2021-11-08 03.00,0,96,-96,,,
2021-11-08 04.00,0,93.75,-93.75,,,
2021-11-08 05.00,0,91.5,-91.5,,,
2021-11-08 06.00,0,89.25,-89.25,,,
2021-11-08 07.00,8,80.25,-72.25,,,
2021-11-08 08.00,40,89.25,-49.25,,,
2021-11-08 09.00,200,96,104,,,
2021-11-08 10.00,226,100.6875,125.3125,,,
2021-11-08 11.00,270,106.5,163.5,,,
2021-11-08 12.00,268,107.25,160.75,,,
2021-11-08 13.00,252,112.5,139.5,,,
2021-11-08 14.00,252,114,138,,,
2021-11-08 15.00,252,114.75,137.25,,,
2021-11-08 16.00,250,113.25,136.75,,,
2021-11-08 17.00,42,108,-66,,,
2021-11-08 18.00,0,129,-129,,,
2021-11-08 19.00,0,123.75,-123.75,,,
2021-11-08 20.00,0,119.25,-119.25,,,
2021-11-08 21.00,0,116.25,-116.25,,,
2021-11-08 22.00,0,114,-114,,,
2021-11-08 23.00,0,114,-114,,,
2021-11-09 00.00,0,110.25,-110.25,2325,2529.75,-204.75
2021-11-09 01.00,0,109.5,-109.5,,,
2021-11-09 02.00,0,105,-105,,,
2021-11-09 03.00,0,103.5,-103.5,,,
2021-11-09 04.00,0,100.5,-100.5,,,
2021-11-09 05.00,0,99.75,-99.75,,,
2021-11-09 06.00,0,90.75,-90.75,,,
2021-11-09 07.00,23,83.25,-60.25,,,
2021-11-09 08.00,50,89.25,-39.25,,,
2021-11-09 09.00,280,94.5,185.5,,,
2021-11-09 10.00,280,101.25,178.75,,,
2021-11-09 11.00,280,107.25,172.75,,,
2021-11-09 12.00,280,109.5,170.5,,,
2021-11-09 13.00,280,108,172,,,
2021-11-09 14.00,280,105,175,,,
2021-11-09 15.00,280,104.25,175.75,,,
2021-11-09 16.00,210,101.25,108.75,,,
2021-11-09 17.00,82,100.5,-18.5,,,
2021-11-09 18.00,0,123,-123,,,
2021-11-09 19.00,0,119.25,-119.25,,,
2021-11-09 20.00,0,117.75,-117.75,,,
2021-11-09 21.00,0,116.25,-116.25,,,
2021-11-09 22.00,0,116.25,-116.25,,,
2021-11-09 23.00,0,114,-114,,,
2021-11-10 00.00,0,110.25,-110.25,2202,2668.5,-466.5
2021-11-10 01.00,0,111,-111,,,
2021-11-10 02.00,0,107.25,-107.25,,,
2021-11-10 03.00,0,104.25,-104.25,,,
2021-11-10 04.00,0,102.75,-102.75,,,
2021-11-10 05.00,0,101.25,-101.25,,,
2021-11-10 06.00,0,91.5,-91.5,,,
2021-11-10 07.00,20,81,-61,,,
2021-11-10 08.00,94,93,1,,,
2021-11-10 09.00,170,99.75,70.25,,,
2021-11-10 10.00,170,105.75,64.25,,,
2021-11-10 11.00,268,111,157,,,
2021-11-10 12.00,280,111.75,168.25,,,
2021-11-10 13.00,280,115.5,164.5,,,
2021-11-10 14.00,280,115.5,164.5,,,
2021-11-10 15.00,280,114.75,165.25,,,
2021-11-10 16.00,180,110.25,69.75,,,
2021-11-10 17.00,180,108.75,71.25,,,
2021-11-10 18.00,0,131.25,-131.25,,,
2021-11-10 19.00,0,128.25,-128.25,,,
2021-11-10 20.00,0,126.75,-126.75,,,
2021-11-10 21.00,0,128.25,-128.25,,,
2021-11-10 22.00,0,129.75,-129.75,,,
2021-11-10 23.00,0,129,-129,,,
2021-11-11 00.00,0,123.75,-123.75,2172,2826,-654
2021-11-11 01.00,0,120,-120,,,
2021-11-11 02.00,0,113.25,-113.25,,,
2021-11-11 03.00,0,110.25,-110.25,,,
2021-11-11 04.00,0,105,-105,,,
2021-11-11 05.00,0,104.25,-104.25,,,
2021-11-11 06.00,0,99,-99,,,
2021-11-11 07.00,10,87,-77,,,
2021-11-11 08.00,80,97.5,-17.5,,,
2021-11-11 09.00,220,105.75,114.25,,,
2021-11-11 10.00,228,111.75,116.25,,,
2021-11-11 11.00,260,117.75,142.25,,,
2021-11-11 12.00,260,117.75,142.25,,,
2021-11-11 13.00,260,121.5,138.5,,,
2021-11-11 14.00,260,126.75,133.25,,,
2021-11-11 15.00,260,129,131,,,
2021-11-11 16.00,260,125.25,134.75,,,
2021-11-11 17.00,74,117,-43,,,
2021-11-11 18.00,0,138,-138,,,
2021-11-11 19.00,0,134.25,-134.25,,,
2021-11-11 20.00,0,130.5,-130.5,,,
2021-11-11 21.00,0,130.5,-130.5,,,
2021-11-11 22.00,0,131.25,-131.25,,,
2021-11-11 23.00,0,129,-129,,,
2021-11-12 00.00,0,123,-123,2103,2827.5,-724.5
2021-11-12 01.00,0,119.25,-119.25,,,
2021-11-12 02.00,0,115.5,-115.5,,,
2021-11-12 03.00,0,109.5,-109.5,,,
2021-11-12 04.00,0,107.25,-107.25,,,
2021-11-12 05.00,0,105,-105,,,
2021-11-12 06.00,0,99.75,-99.75,,,
2021-11-12 07.00,8,89.25,-81.25,,,
2021-11-12 08.00,46,99,-53,,,
2021-11-12 09.00,240,107.25,132.75,,,
2021-11-12 10.00,240,112.5,127.5,,,
2021-11-12 11.00,240,119.25,120.75,,,
2021-11-12 12.00,240,118.5,121.5,,,
2021-11-12 13.00,240,122.25,117.75,,,
2021-11-12 14.00,240,127.5,112.5,,,
2021-11-12 15.00,240,129.75,110.25,,,
2021-11-12 16.00,240,126,114,,,
2021-11-12 17.00,129,117.75,11.25,,,
2021-11-12 18.00,0,138,-138,,,
2021-11-12 19.00,0,132,-132,,,
2021-11-12 20.00,0,129,-129,,,
2021-11-12 21.00,0,128.25,-128.25,,,
2021-11-12 22.00,0,127.5,-127.5,,,
2021-11-12 23.00,0,124.5,-124.5,,,
2021-11-13 00.00,0,119.25,-119.25,1464,2706,-1242
2021-11-13 01.00,0,114.75,-114.75,,,
2021-11-13 02.00,0,110.25,-110.25,,,
2021-11-13 03.00,0,105.75,-105.75,,,
2021-11-13 04.00,0,102.75,-102.75,,,
2021-11-13 05.00,0,100.5,-100.5,,,
2021-11-13 06.00,0,97.5,-97.5,,,
2021-11-13 07.00,4,87,-83,,,
2021-11-13 08.00,50,95.25,-45.25,,,
2021-11-13 09.00,100,104.25,-4.25,,,
2021-11-13 10.00,167,111,56,,,
2021-11-13 11.00,242,115.5,126.5,,,
2021-11-13 12.00,242,114,128,,,
2021-11-13 13.00,207,117,90,,,
2021-11-13 14.00,155,120,35,,,
2021-11-13 15.00,155,122.25,32.75,,,
2021-11-13 16.00,121,120.75,0.25,,,
2021-11-13 17.00,21,111.75,-90.75,,,
2021-11-13 18.00,0,132.75,-132.75,,,
2021-11-13 19.00,0,125.25,-125.25,,,
2021-11-13 20.00,0,122.25,-122.25,,,
2021-11-13 21.00,0,120.75,-120.75,,,
2021-11-13 22.00,0,119.25,-119.25,,,
2021-11-13 23.00,0,116.25,-116.25,,,
2021-11-14 00.00,0,110.25,-110.25,891,2604.75,-1713.75
2021-11-14 01.00,0,106.5,-106.5,,,
2021-11-14 02.00,0,100.5,-100.5,,,
2021-11-14 03.00,0,96.75,-96.75,,,
2021-11-14 04.00,0,93.75,-93.75,,,
2021-11-14 05.00,0,93.75,-93.75,,,
2021-11-14 06.00,0,90.75,-90.75,,,
2021-11-14 07.00,4,84,-80,,,
2021-11-14 08.00,22,89.25,-67.25,,,
2021-11-14 09.00,45,98.25,-53.25,,,
2021-11-14 10.00,45,105.75,-60.75,,,
2021-11-14 11.00,100,109.5,-9.5,,,
2021-11-14 12.00,100,108.75,-8.75,,,
2021-11-14 13.00,200,113.25,86.75,,,
2021-11-14 14.00,200,116.25,83.75,,,
2021-11-14 15.00,90,118.5,-28.5,,,
2021-11-14 16.00,55,116.25,-61.25,,,
2021-11-14 17.00,30,111,-81,,,
2021-11-14 18.00,0,130.5,-130.5,,,
2021-11-14 19.00,0,124.5,-124.5,,,
2021-11-14 20.00,0,123,-123,,,
2021-11-14 21.00,0,123,-123,,,
2021-11-14 22.00,0,122.25,-122.25,,,
2021-11-14 23.00,0,118.5,-118.5,,,
2021-11-15 00.00,0,114,-114,1042,2644.5,-1602.5
2021-11-15 01.00,0,107.25,-107.25,,,
2021-11-15 02.00,0,105,-105,,,
2021-11-15 03.00,0,102,-102,,,
2021-11-15 04.00,0,98.25,-98.25,,,
2021-11-15 05.00,0,99,-99,,,
2021-11-15 06.00,0,96,-96,,,
2021-11-15 07.00,0,85.5,-85.5,,,
2021-11-15 08.00,5,95.25,-90.25,,,
2021-11-15 09.00,60,102,-42,,,
2021-11-15 10.00,22,103.5,-81.5,,,
2021-11-15 11.00,29,112.5,-83.5,,,
2021-11-15 12.00,30,111,-81,,,
2021-11-15 13.00,123,115.5,7.5,,,
2021-11-15 14.00,240,118.5,121.5,,,
2021-11-15 15.00,240,120.75,119.25,,,
2021-11-15 16.00,240,117.75,122.25,,,
2021-11-15 17.00,53,115.5,-62.5,,,
2021-11-15 18.00,0,132,-132,,,
2021-11-15 19.00,0,124.5,-124.5,,,
2021-11-15 20.00,0,121.5,-121.5,,,
2021-11-15 21.00,0,120.75,-120.75,,,
2021-11-15 22.00,0,114.75,-114.75,,,
2021-11-15 23.00,0,111.75,-111.75,,,
2021-11-16 00.00,0,108.75,-108.75,1881,2388.75,-507.75
2021-11-16 01.00,0,107.25,-107.25,,,
2021-11-16 02.00,0,101.25,-101.25,,,
2021-11-16 03.00,0,99,-99,,,
2021-11-16 04.00,0,96.75,-96.75,,,
2021-11-16 05.00,0,96,-96,,,
2021-11-16 06.00,0,90,-90,,,
2021-11-16 07.00,2,81,-79,,,
2021-11-16 08.00,49,85.5,-36.5,,,
2021-11-16 09.00,198,90.75,107.25,,,
2021-11-16 10.00,246,95.25,150.75,,,
2021-11-16 11.00,241,100.5,140.5,,,
2021-11-16 12.00,241,102.75,138.25,,,
2021-11-16 13.00,241,100.5,140.5,,,
2021-11-16 14.00,241,99,142,,,
2021-11-16 15.00,241,98.25,142.75,,,
2021-11-16 16.00,173,96.75,76.25,,,
2021-11-16 17.00,8,93.75,-85.75,,,
2021-11-16 18.00,0,114,-114,,,
2021-11-16 19.00,0,108.75,-108.75,,,
2021-11-16 20.00,0,107.25,-107.25,,,
2021-11-16 21.00,0,105.75,-105.75,,,
2021-11-16 22.00,0,105.75,-105.75,,,
2021-11-16 23.00,0,104.25,-104.25,,,
2021-11-17 00.00,0,100.5,-100.5,1652,2344.5,-692.5
2021-11-17 01.00,0,98.25,-98.25,,,
2021-11-17 02.00,0,96.75,-96.75,,,
2021-11-17 03.00,0,94.5,-94.5,,,
2021-11-17 04.00,0,92.25,-92.25,,,
2021-11-17 05.00,0,92.25,-92.25,,,
2021-11-17 06.00,0,87,-87,,,
2021-11-17 07.00,4,76.5,-72.5,,,
2021-11-17 08.00,60,81.75,-21.75,,,
2021-11-17 09.00,120,87.75,32.25,,,
2021-11-17 10.00,220,92.25,127.75,,,
2021-11-17 11.00,220,94.5,125.5,,,
2021-11-17 12.00,260,92.25,167.75,,,
2021-11-17 13.00,260,96,164,,,
2021-11-17 14.00,156,94.5,61.5,,,
2021-11-17 15.00,156,94.5,61.5,,,
2021-11-17 16.00,184,94.5,89.5,,,
2021-11-17 17.00,12,93,-81,,,
2021-11-17 18.00,0,123,-123,,,
2021-11-17 19.00,0,116.25,-116.25,,,
2021-11-17 20.00,0,114.75,-114.75,,,
2021-11-17 21.00,0,113.25,-113.25,,,
2021-11-17 22.00,0,111,-111,,,
2021-11-17 23.00,0,107.25,-107.25,,,
2021-11-18 00.00,0,100.5,-100.5,1544,2353.5,-809.5
2021-11-18 01.00,0,95.25,-95.25,,,
2021-11-18 02.00,0,90.75,-90.75,,,
2021-11-18 03.00,0,87.75,-87.75,,,
2021-11-18 04.00,0,84,-84,,,
2021-11-18 05.00,0,84.75,-84.75,,,
2021-11-18 06.00,0,85.5,-85.5,,,
2021-11-18 07.00,8,78,-70,,,
2021-11-18 08.00,127,85.5,41.5,,,
2021-11-18 09.00,144,87.75,56.25,,,
2021-11-18 10.00,144,93,51,,,
2021-11-18 11.00,144,96,48,,,
2021-11-18 12.00,144,94.5,49.5,,,
2021-11-18 13.00,145,98.25,46.75,,,
2021-11-18 14.00,244,102.75,141.25,,,
2021-11-18 15.00,244,101.25,142.75,,,
2021-11-18 16.00,160,101.25,58.75,,,
2021-11-18 17.00,40,99.75,-59.75,,,
2021-11-18 18.00,0,123.75,-123.75,,,
2021-11-18 19.00,0,117,-117,,,
2021-11-18 20.00,0,116.25,-116.25,,,
2021-11-18 21.00,0,114,-114,,,
2021-11-18 22.00,0,111,-111,,,
2021-11-18 23.00,0,105,-105,,,
2021-11-19 00.00,0,97.5,-97.5,1834,2347.5,-513.5
2021-11-19 01.00,0,93,-93,,,
2021-11-19 02.00,0,88.5,-88.5,,,
2021-11-19 03.00,0,86.25,-86.25,,,
2021-11-19 04.00,0,84,-84,,,
2021-11-19 05.00,0,87,-87,,,
2021-11-19 06.00,0,89.25,-89.25,,,
2021-11-19 07.00,0,80.25,-80.25,,,
2021-11-19 08.00,0,84,-84,,,
2021-11-19 09.00,168,87.75,80.25,,,
2021-11-19 10.00,202,90,112,,,
2021-11-19 11.00,228,93,135,,,
2021-11-19 12.00,228,96.75,131.25,,,
2021-11-19 13.00,228,99,129,,,
2021-11-19 14.00,228,99.75,128.25,,,
2021-11-19 15.00,228,101.25,126.75,,,
2021-11-19 16.00,228,101.25,126.75,,,
2021-11-19 17.00,96,99,-3,,,
2021-11-19 18.00,0,126,-126,,,
2021-11-19 19.00,0,118.5,-118.5,,,
2021-11-19 20.00,0,116.25,-116.25,,,
2021-11-19 21.00,0,112.5,-112.5,,,
2021-11-19 22.00,0,110.25,-110.25,,,
2021-11-19 23.00,0,106.5,-106.5,,,
2021-11-20 00.00,0,99,-99,1825,2351.25,-526.25
2021-11-20 01.00,0,93,-93,,,
2021-11-20 02.00,0,89.25,-89.25,,,
2021-11-20 03.00,0,85.5,-85.5,,,
2021-11-20 04.00,0,84.75,-84.75,,,
2021-11-20 05.00,0,87,-87,,,
2021-11-20 06.00,0,90,-90,,,
2021-11-20 07.00,2,78,-76,,,
2021-11-20 08.00,52,81.75,-29.75,,,
2021-11-20 09.00,144,87,57,,,
2021-11-20 10.00,216,91.5,124.5,,,
2021-11-20 11.00,240,96,144,,,
2021-11-20 12.00,240,96.75,143.25,,,
2021-11-20 13.00,208,99.75,108.25,,,
2021-11-20 14.00,232,91.5,140.5,,,
2021-11-20 15.00,232,103.5,128.5,,,
2021-11-20 16.00,179,102,77,,,
2021-11-20 17.00,80,101.25,-21.25,,,
2021-11-20 18.00,0,123.75,-123.75,,,
2021-11-20 19.00,0,117.75,-117.75,,,
2021-11-20 20.00,0,117,-117,,,
2021-11-20 21.00,0,114.75,-114.75,,,
2021-11-20 22.00,0,112.5,-112.5,,,
2021-11-20 23.00,0,108,-108,,,
2021-11-21 00.00,0,102.75,-102.75,1233,2349.75,-1116.75
2021-11-21 01.00,0,97.5,-97.5,,,
2021-11-21 02.00,0,93.75,-93.75,,,
2021-11-21 03.00,0,89.25,-89.25,,,
2021-11-21 04.00,0,87,-87,,,
2021-11-21 05.00,0,89.25,-89.25,,,
2021-11-21 06.00,0,89.25,-89.25,,,
2021-11-21 07.00,4,79.5,-75.5,,,
2021-11-21 08.00,35,79.5,-44.5,,,
2021-11-21 09.00,82,86.25,-4.25,,,
2021-11-21 10.00,140,90.75,49.25,,,
2021-11-21 11.00,200,95.25,104.75,,,
2021-11-21 12.00,135,94.5,40.5,,,
2021-11-21 13.00,135,97.5,37.5,,,
2021-11-21 14.00,135,99,36,,,
2021-11-21 15.00,200,99.75,100.25,,,
2021-11-21 16.00,112,99.75,12.25,,,
2021-11-21 17.00,55,100.5,-45.5,,,
2021-11-21 18.00,0,122.25,-122.25,,,
2021-11-21 19.00,0,117,-117,,,
2021-11-21 20.00,0,114,-114,,,
2021-11-21 21.00,0,112.5,-112.5,,,
2021-11-21 22.00,0,108.75,-108.75,,,
2021-11-21 23.00,0,104.25,-104.25,,,
2021-11-22 00.00,0,97.5,-97.5,1955,2303.25,-348.25
2021-11-22 01.00,0,93,-93,,,
2021-11-22 02.00,0,88.5,-88.5,,,
2021-11-22 03.00,0,84.75,-84.75,,,
2021-11-22 04.00,0,84,-84,,,
