Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-07-27 02.00,0,183.75,-183.75,,,
2021-07-27 03.00,0,185.25,-185.25,,,
2021-07-27 04.00,0,183,-183,,,
2021-07-27 05.00,0,180,-180,,,
2021-07-27 06.00,20,165.75,-145.75,,,
2021-07-27 07.00,112,160.5,-48.5,,,
2021-07-27 08.00,244,164.25,79.75,,,
2021-07-27 09.00,280,170.25,109.75,,,
2021-07-27 10.00,296,174.75,121.25,,,
2021-07-27 11.00,296,177.75,118.25,,,
2021-07-27 12.00,296,170.25,125.75,,,
2021-07-27 13.00,297,171,126,,,
2021-07-27 14.00,298,177.75,120.25,,,
2021-07-27 15.00,298,181.5,116.5,,,
2021-07-27 16.00,298,176.25,121.75,,,
2021-07-27 17.00,298,162.75,135.25,,,
2021-07-27 18.00,298,152.25,145.75,,,
2021-07-27 19.00,0,172.5,-172.5,,,
2021-07-27 20.00,0,171.75,-171.75,,,
2021-07-27 21.00,0,167.25,-167.25,,,
2021-07-27 22.00,0,166.5,-166.5,,,
2021-07-27 23.00,0,168.75,-168.75,,,
2021-07-28 00.00,0,170.25,-170.25,3277,4178.25,-901.25
2021-07-28 01.00,0,178.5,-178.5,,,
2021-07-28 02.00,0,183,-183,,,
2021-07-28 03.00,0,183.75,-183.75,,,
2021-07-28 04.00,0,180,-180,,,
2021-07-28 05.00,0,174.75,-174.75,,,
2021-07-28 06.00,20,159,-139,,,
2021-07-28 07.00,113,152.25,-39.25,,,
2021-07-28 08.00,284,159.75,124.25,,,
2021-07-28 09.00,300,171,129,,,
2021-07-28 10.00,300,178.5,121.5,,,
2021-07-28 11.00,300,183,117,,,
2021-07-28 12.00,300,183.75,116.25,,,
2021-07-28 13.00,300,184.5,115.5,,,
2021-07-28 14.00,300,180.75,119.25,,,
2021-07-28 15.00,300,182.25,117.75,,,
2021-07-28 16.00,300,174.75,125.25,,,
2021-07-28 17.00,300,162,138,,,
2021-07-28 18.00,160,157.5,2.5,,,
2021-07-28 19.00,0,178.5,-178.5,,,
2021-07-28 20.00,0,177.75,-177.75,,,
2021-07-28 21.00,0,173.25,-173.25,,,
2021-07-28 22.00,0,172.5,-172.5,,,
2021-07-28 23.00,0,177,-177,,,
2021-07-29 00.00,0,181.5,-181.5,3158,4320.75,-1162.75
2021-07-29 01.00,0,189.75,-189.75,,,
2021-07-29 02.00,0,192.75,-192.75,,,
2021-07-29 03.00,0,191.25,-191.25,,,
2021-07-29 04.00,0,186.75,-186.75,,,
2021-07-29 05.00,0,181.5,-181.5,,,
2021-07-29 06.00,8,162.75,-154.75,,,
2021-07-29 07.00,200,162,38,,,
2021-07-29 08.00,307,171,136,,,
2021-07-29 09.00,300,182.25,117.75,,,
2021-07-29 10.00,300,186.75,113.25,,,
2021-07-29 11.00,300,194.25,105.75,,,
2021-07-29 12.00,300,192,108,,,
2021-07-29 13.00,300,196.5,103.5,,,
2021-07-29 14.00,300,192.75,107.25,,,
2021-07-29 15.00,300,190.5,109.5,,,
2021-07-29 16.00,300,176.25,123.75,,,
2021-07-29 17.00,160,163.5,-3.5,,,
2021-07-29 18.00,83,156.75,-73.75,,,
2021-07-29 19.00,0,177,-177,,,
2021-07-29 20.00,0,177,-177,,,
2021-07-29 21.00,0,172.5,-172.5,,,
2021-07-29 22.00,0,169.5,-169.5,,,
2021-07-29 23.00,0,174,-174,,,
2021-07-30 00.00,0,175.5,-175.5,3338,4213.5,-875.5
2021-07-30 01.00,0,183,-183,,,
2021-07-30 02.00,0,186.75,-186.75,,,
2021-07-30 03.00,0,185.25,-185.25,,,
2021-07-30 04.00,0,182.25,-182.25,,,
2021-07-30 05.00,0,176.25,-176.25,,,
2021-07-30 06.00,2,160.5,-158.5,,,
2021-07-30 07.00,120,156.75,-36.75,,,
2021-07-30 08.00,300,164.25,135.75,,,
2021-07-30 09.00,300,172.5,127.5,,,
2021-07-30 10.00,300,183.75,116.25,,,
2021-07-30 11.00,300,187.5,112.5,,,
2021-07-30 12.00,300,189.75,110.25,,,
2021-07-30 13.00,300,189,111,,,
2021-07-30 14.00,300,186,114,,,
2021-07-30 15.00,300,184.5,115.5,,,
2021-07-30 16.00,300,175.5,124.5,,,
2021-07-30 17.00,300,163.5,136.5,,,
2021-07-30 18.00,216,155.25,60.75,,,
2021-07-30 19.00,0,175.5,-175.5,,,
2021-07-30 20.00,0,174.75,-174.75,,,
2021-07-30 21.00,0,168.75,-168.75,,,
2021-07-30 22.00,0,168,-168,,,
2021-07-30 23.00,0,168.75,-168.75,,,
2021-07-31 00.00,0,173.25,-173.25,3122,4173.75,-1051.75
2021-07-31 01.00,0,179.25,-179.25,,,
2021-07-31 02.00,0,181.5,-181.5,,,
2021-07-31 03.00,0,179.25,-179.25,,,
2021-07-31 04.00,0,174.75,-174.75,,,
2021-07-31 05.00,0,170.25,-170.25,,,
2021-07-31 06.00,0,153.75,-153.75,,,
2021-07-31 07.00,0,148.5,-148.5,,,
2021-07-31 08.00,222,161.25,60.75,,,
2021-07-31 09.00,300,170.25,129.75,,,
2021-07-31 10.00,300,180.75,119.25,,,
2021-07-31 11.00,300,185.25,114.75,,,
2021-07-31 12.00,300,186.75,113.25,,,
2021-07-31 13.00,300,189.75,110.25,,,
2021-07-31 14.00,300,187.5,112.5,,,
2021-07-31 15.00,300,187.5,112.5,,,
2021-07-31 16.00,300,176.25,123.75,,,
2021-07-31 17.00,300,166.5,133.5,,,
2021-07-31 18.00,200,157.5,42.5,,,
2021-07-31 19.00,0,175.5,-175.5,,,
2021-07-31 20.00,0,175.5,-175.5,,,
2021-07-31 21.00,0,171,-171,,,
2021-07-31 22.00,0,170.25,-170.25,,,
2021-07-31 23.00,0,171.75,-171.75,,,
2021-08-01 00.00,0,173.25,-173.25,3146,4202.25,-1056.25
2021-08-01 01.00,0,179.25,-179.25,,,
2021-08-01 02.00,0,181.5,-181.5,,,
2021-08-01 03.00,0,180.75,-180.75,,,
2021-08-01 04.00,0,177,-177,,,
2021-08-01 05.00,0,172.5,-172.5,,,
2021-08-01 06.00,0,158.25,-158.25,,,
2021-08-01 07.00,100,155.25,-55.25,,,
2021-08-01 08.00,252,165,87,,,
2021-08-01 09.00,300,177,123,,,
2021-08-01 10.00,300,180.75,119.25,,,
2021-08-01 11.00,300,179.25,120.75,,,
2021-08-01 12.00,300,188.25,111.75,,,
2021-08-01 13.00,300,188.25,111.75,,,
2021-08-01 14.00,300,186.75,113.25,,,
2021-08-01 15.00,300,186.75,113.25,,,
2021-08-01 16.00,300,177.75,122.25,,,
2021-08-01 17.00,250,163.5,86.5,,,
2021-08-01 18.00,100,156,-56,,,
2021-08-01 19.00,40,178.5,-138.5,,,
2021-08-01 20.00,4,177,-173,,,
2021-08-01 21.00,0,172.5,-172.5,,,
2021-08-01 22.00,0,172.5,-172.5,,,
2021-08-01 23.00,0,174.75,-174.75,,,
2021-08-02 00.00,0,179.25,-179.25,2996,4251.75,-1255.75
2021-08-02 01.00,0,186.75,-186.75,,,
2021-08-02 02.00,0,189.75,-189.75,,,
2021-08-02 03.00,0,188.25,-188.25,,,
2021-08-02 04.00,0,184.5,-184.5,,,
2021-08-02 05.00,0,181.5,-181.5,,,
2021-08-02 06.00,0,165.75,-165.75,,,
2021-08-02 07.00,100,161.25,-61.25,,,
2021-08-02 08.00,146,171.75,-25.75,,,
2021-08-02 09.00,300,182.25,117.75,,,
2021-08-02 10.00,300,187.5,112.5,,,
2021-08-02 11.00,300,191.25,108.75,,,
2021-08-02 12.00,300,191.25,108.75,,,
2021-08-02 13.00,300,190.5,109.5,,,
2021-08-02 14.00,300,165.75,134.25,,,
2021-08-02 15.00,300,188.25,111.75,,,
2021-08-02 16.00,300,177,123,,,
2021-08-02 17.00,250,161.25,88.75,,,
2021-08-02 18.00,100,154.5,-54.5,,,
2021-08-02 19.00,0,174.75,-174.75,,,
2021-08-02 20.00,0,173.25,-173.25,,,
2021-08-02 21.00,0,168.75,-168.75,,,
2021-08-02 22.00,0,166.5,-166.5,,,
2021-08-02 23.00,0,170.25,-170.25,,,
2021-08-03 00.00,0,174,-174,3427,4030.5,-603.5
2021-08-03 01.00,0,179.25,-179.25,,,
2021-08-03 02.00,0,184.5,-184.5,,,
2021-08-03 03.00,0,185.25,-185.25,,,
2021-08-03 04.00,0,182.25,-182.25,,,
2021-08-03 05.00,0,181.5,-181.5,,,
2021-08-03 06.00,0,168,-168,,,
2021-08-03 07.00,160,160.5,-0.5,,,
2021-08-03 08.00,249,164.25,84.75,,,
2021-08-03 09.00,300,169.5,130.5,,,
2021-08-03 10.00,300,172.5,127.5,,,
2021-08-03 11.00,300,177,123,,,
2021-08-03 12.00,300,168,132,,,
2021-08-03 13.00,300,168.75,131.25,,,
2021-08-03 14.00,300,167.25,132.75,,,
2021-08-03 15.00,300,169.5,130.5,,,
2021-08-03 16.00,300,163.5,136.5,,,
2021-08-03 17.00,300,150.75,149.25,,,
2021-08-03 18.00,300,142.5,157.5,,,
2021-08-03 19.00,18,165.75,-147.75,,,
2021-08-03 20.00,0,162.75,-162.75,,,
2021-08-03 21.00,0,157.5,-157.5,,,
2021-08-03 22.00,0,156,-156,,,
2021-08-03 23.00,0,159.75,-159.75,,,
2021-08-04 00.00,0,165,-165,2984,3993,-1009
2021-08-04 01.00,0,173.25,-173.25,,,
2021-08-04 02.00,0,177,-177,,,
2021-08-04 03.00,0,177,-177,,,
2021-08-04 04.00,0,174.75,-174.75,,,
2021-08-04 05.00,0,171.75,-171.75,,,
2021-08-04 06.00,40,157.5,-117.5,,,
2021-08-04 07.00,80,151.5,-71.5,,,
2021-08-04 08.00,260,155.25,104.75,,,
2021-08-04 09.00,260,162.75,97.25,,,
2021-08-04 10.00,260,172.5,87.5,,,
2021-08-04 11.00,260,177.75,82.25,,,
2021-08-04 12.00,260,180,80,,,
2021-08-04 13.00,260,183,77,,,
2021-08-04 14.00,300,180.75,119.25,,,
2021-08-04 15.00,300,177,123,,,
2021-08-04 16.00,300,154.5,145.5,,,
2021-08-04 17.00,264,142.5,121.5,,,
2021-08-04 18.00,140,140.25,-0.25,,,
2021-08-04 19.00,0,164.25,-164.25,,,
2021-08-04 20.00,0,164.25,-164.25,,,
2021-08-04 21.00,0,162,-162,,,
2021-08-04 22.00,0,164.25,-164.25,,,
2021-08-04 23.00,0,164.25,-164.25,,,
2021-08-05 00.00,0,169.5,-169.5,3120,4145.25,-1025.25
2021-08-05 01.00,0,175.5,-175.5,,,
2021-08-05 02.00,0,177.75,-177.75,,,
2021-08-05 03.00,0,176.25,-176.25,,,
2021-08-05 04.00,0,170.25,-170.25,,,
2021-08-05 05.00,0,167.25,-167.25,,,
2021-08-05 06.00,40,150.75,-110.75,,,
2021-08-05 07.00,80,149.25,-69.25,,,
2021-08-05 08.00,300,161.25,138.75,,,
2021-08-05 09.00,300,171.75,128.25,,,
2021-08-05 10.00,300,179.25,120.75,,,
2021-08-05 11.00,300,183.75,116.25,,,
2021-08-05 12.00,300,184.5,115.5,,,
2021-08-05 13.00,300,189,111,,,
2021-08-05 14.00,300,185.25,114.75,,,
2021-08-05 15.00,300,182.25,117.75,,,
2021-08-05 16.00,300,175.5,124.5,,,
2021-08-05 17.00,300,162,138,,,
2021-08-05 18.00,0,156,-156,,,
2021-08-05 19.00,0,177,-177,,,
2021-08-05 20.00,0,176.25,-176.25,,,
2021-08-05 21.00,0,174,-174,,,
2021-08-05 22.00,0,174.75,-174.75,,,
2021-08-05 23.00,0,176.25,-176.25,,,
2021-08-06 00.00,0,181.5,-181.5,3227,4303.5,-1076.5
2021-08-06 01.00,0,188.25,-188.25,,,
2021-08-06 02.00,0,192.75,-192.75,,,
2021-08-06 03.00,0,191.25,-191.25,,,
2021-08-06 04.00,0,188.25,-188.25,,,
2021-08-06 05.00,0,184.5,-184.5,,,
2021-08-06 06.00,8,171,-163,,,
2021-08-06 07.00,118,160.5,-42.5,,,
2021-08-06 08.00,120,168.75,-48.75,,,
2021-08-06 09.00,273,179.25,93.75,,,
2021-08-06 10.00,300,189,111,,,
2021-08-06 11.00,300,192.75,107.25,,,
2021-08-06 12.00,300,191.25,108.75,,,
2021-08-06 13.00,300,193.5,106.5,,,
2021-08-06 14.00,300,177.75,122.25,,,
2021-08-06 15.00,300,183,117,,,
2021-08-06 16.00,300,168.75,131.25,,,
2021-08-06 17.00,300,162,138,,,
2021-08-06 18.00,160,156,4,,,
2021-08-06 19.00,148,179.25,-31.25,,,
2021-08-06 20.00,0,178.5,-178.5,,,
2021-08-06 21.00,0,175.5,-175.5,,,
2021-08-06 22.00,0,174.75,-174.75,,,
2021-08-06 23.00,0,175.5,-175.5,,,
2021-08-07 00.00,0,178.5,-178.5,3285,4284.75,-999.75
2021-08-07 01.00,0,186,-186,,,
2021-08-07 02.00,0,188.25,-188.25,,,
2021-08-07 03.00,0,186.75,-186.75,,,
2021-08-07 04.00,0,180,-180,,,
2021-08-07 05.00,0,175.5,-175.5,,,
2021-08-07 06.00,0,160.5,-160.5,,,
2021-08-07 07.00,0,156,-156,,,
2021-08-07 08.00,224,168.75,55.25,,,
2021-08-07 09.00,224,180.75,43.25,,,
2021-08-07 10.00,224,192,32,,,
2021-08-07 11.00,300,195,105,,,
2021-08-07 12.00,300,189,111,,,
2021-08-07 13.00,300,189,111,,,
2021-08-07 14.00,300,188.25,111.75,,,
2021-08-07 15.00,300,187.5,112.5,,,
2021-08-07 16.00,300,165,135,,,
2021-08-07 17.00,300,165,135,,,
2021-08-07 18.00,300,160.5,139.5,,,
2021-08-07 19.00,213,181.5,31.5,,,
2021-08-07 20.00,0,180.75,-180.75,,,
2021-08-07 21.00,0,175.5,-175.5,,,
2021-08-07 22.00,0,177,-177,,,
2021-08-07 23.00,0,177.75,-177.75,,,
2021-08-08 00.00,0,182.25,-182.25,2888,4371.75,-1483.75
2021-08-08 01.00,0,190.5,-190.5,,,
2021-08-08 02.00,0,192.75,-192.75,,,
2021-08-08 03.00,0,191.25,-191.25,,,
2021-08-08 04.00,0,186.75,-186.75,,,
2021-08-08 05.00,0,182.25,-182.25,,,
2021-08-08 06.00,0,165.75,-165.75,,,
2021-08-08 07.00,40,161.25,-121.25,,,
2021-08-08 08.00,200,171.75,28.25,,,
2021-08-08 09.00,200,182.25,17.75,,,
2021-08-08 10.00,200,189,11,,,
2021-08-08 11.00,300,194.25,105.75,,,
2021-08-08 12.00,300,192.75,107.25,,,
2021-08-08 13.00,300,194.25,105.75,,,
2021-08-08 14.00,300,191.25,108.75,,,
2021-08-08 15.00,300,192,108,,,
2021-08-08 16.00,300,183,117,,,
2021-08-08 17.00,300,168.75,131.25,,,
2021-08-08 18.00,148,161.25,-13.25,,,
2021-08-08 19.00,0,183.75,-183.75,,,
2021-08-08 20.00,0,181.5,-181.5,,,
2021-08-08 21.00,0,176.25,-176.25,,,
2021-08-08 22.00,0,177.75,-177.75,,,
2021-08-08 23.00,0,179.25,-179.25,,,
2021-08-09 00.00,0,183.75,-183.75,3192,4320,-1128
2021-08-09 01.00,0,190.5,-190.5,,,
2021-08-09 02.00,0,193.5,-193.5,,,
2021-08-09 03.00,0,192.75,-192.75,,,
2021-08-09 04.00,0,189,-189,,,
2021-08-09 05.00,0,185.25,-185.25,,,
2021-08-09 06.00,0,172.5,-172.5,,,
2021-08-09 07.00,115,164.25,-49.25,,,
2021-08-09 08.00,250,173.25,76.75,,,
2021-08-09 09.00,300,180,120,,,
2021-08-09 10.00,300,187.5,112.5,,,
2021-08-09 11.00,300,191.25,108.75,,,
2021-08-09 12.00,300,190.5,109.5,,,
2021-08-09 13.00,300,192.75,107.25,,,
2021-08-09 14.00,300,189.75,110.25,,,
2021-08-09 15.00,300,178.5,121.5,,,
2021-08-09 16.00,300,168,132,,,
2021-08-09 17.00,300,169.5,130.5,,,
2021-08-09 18.00,87,159.75,-72.75,,,
2021-08-09 19.00,40,180.75,-140.75,,,
2021-08-09 20.00,0,178.5,-178.5,,,
2021-08-09 21.00,0,171,-171,,,
2021-08-09 22.00,0,168,-168,,,
2021-08-09 23.00,0,169.5,-169.5,,,
2021-08-10 00.00,0,173.25,-173.25,3014,4180.5,-1166.5
2021-08-10 01.00,0,180,-180,,,
2021-08-10 02.00,0,186,-186,,,
2021-08-10 03.00,0,186.75,-186.75,,,
2021-08-10 04.00,0,182.25,-182.25,,,
2021-08-10 05.00,0,178.5,-178.5,,,
2021-08-10 06.00,0,166.5,-166.5,,,
2021-08-10 07.00,80,162,-82,,,
2021-08-10 08.00,260,166.5,93.5,,,
2021-08-10 09.00,267,172.5,94.5,,,
2021-08-10 10.00,300,177.75,122.25,,,
2021-08-10 11.00,300,182.25,117.75,,,
2021-08-10 12.00,300,174,126,,,
2021-08-10 13.00,300,176.25,123.75,,,
2021-08-10 14.00,300,182.25,117.75,,,
2021-08-10 15.00,300,186,114,,,
2021-08-10 16.00,300,179.25,120.75,,,
2021-08-10 17.00,250,165,85,,,
2021-08-10 18.00,57,153.75,-96.75,,,
2021-08-10 19.00,0,176.25,-176.25,,,
2021-08-10 20.00,0,172.5,-172.5,,,
2021-08-10 21.00,0,166.5,-166.5,,,
2021-08-10 22.00,0,165,-165,,,
2021-08-10 23.00,0,169.5,-169.5,,,
2021-08-11 00.00,0,172.5,-172.5,3285,4272.75,-987.75
2021-08-11 01.00,0,180,-180,,,
2021-08-11 02.00,0,185.25,-185.25,,,
2021-08-11 03.00,0,183,-183,,,
2021-08-11 04.00,0,181.5,-181.5,,,
2021-08-11 05.00,0,178.5,-178.5,,,
2021-08-11 06.00,0,164.25,-164.25,,,
2021-08-11 07.00,120,156,-36,,,
2021-08-11 08.00,260,164.25,95.75,,,
2021-08-11 09.00,300,174.75,125.25,,,
2021-08-11 10.00,300,183.75,116.25,,,
2021-08-11 11.00,300,189,111,,,
2021-08-11 12.00,300,190.5,109.5,,,
2021-08-11 13.00,300,194.25,105.75,,,
2021-08-11 14.00,300,191.25,108.75,,,
2021-08-11 15.00,300,192.75,107.25,,,
2021-08-11 16.00,300,184.5,115.5,,,
2021-08-11 17.00,285,169.5,115.5,,,
2021-08-11 18.00,220,162.75,57.25,,,
2021-08-11 19.00,0,176.25,-176.25,,,
2021-08-11 20.00,0,174.75,-174.75,,,
2021-08-11 21.00,0,173.25,-173.25,,,
2021-08-11 22.00,0,174,-174,,,
2021-08-11 23.00,0,176.25,-176.25,,,
2021-08-12 00.00,0,178.5,-178.5,3005,4383,-1378
2021-08-12 01.00,0,186,-186,,,
2021-08-12 02.00,0,189.75,-189.75,,,
2021-08-12 03.00,0,186.75,-186.75,,,
2021-08-12 04.00,0,184.5,-184.5,,,
2021-08-12 05.00,0,180.75,-180.75,,,
2021-08-12 06.00,35,166.5,-131.5,,,
2021-08-12 07.00,45,159.75,-114.75,,,
2021-08-12 08.00,45,168.75,-123.75,,,
2021-08-12 09.00,300,177.75,122.25,,,
2021-08-12 10.00,300,187.5,112.5,,,
2021-08-12 11.00,300,180.75,119.25,,,
2021-08-12 12.00,300,193.5,106.5,,,
2021-08-12 13.00,300,196.5,103.5,,,
2021-08-12 14.00,300,192,108,,,
2021-08-12 15.00,300,195,105,,,
2021-08-12 16.00,300,186.75,113.25,,,
2021-08-12 17.00,240,176.25,63.75,,,
2021-08-12 18.00,240,167.25,72.75,,,
2021-08-12 19.00,0,187.5,-187.5,,,
2021-08-12 20.00,0,186.75,-186.75,,,
2021-08-12 21.00,0,185.25,-185.25,,,
2021-08-12 22.00,0,184.5,-184.5,,,
2021-08-12 23.00,0,184.5,-184.5,,,
2021-08-13 00.00,0,189.75,-189.75,3291,4361.25,-1070.25
2021-08-13 01.00,0,196.5,-196.5,,,
2021-08-13 02.00,0,199.5,-199.5,,,
2021-08-13 03.00,0,198.75,-198.75,,,
2021-08-13 04.00,0,195,-195,,,
2021-08-13 05.00,0,189.75,-189.75,,,
2021-08-13 06.00,4,171,-167,,,
2021-08-13 07.00,40,166.5,-126.5,,,
2021-08-13 08.00,230,175.5,54.5,,,
2021-08-13 09.00,300,187.5,112.5,,,
2021-08-13 10.00,300,193.5,106.5,,,
2021-08-13 11.00,300,198,102,,,
2021-08-13 12.00,300,196.5,103.5,,,
2021-08-13 13.00,300,199.5,100.5,,,
2021-08-13 14.00,300,197.25,102.75,,,
2021-08-13 15.00,300,191.25,108.75,,,
2021-08-13 16.00,300,168.75,131.25,,,
2021-08-13 17.00,300,148.5,151.5,,,
2021-08-13 18.00,300,148.5,151.5,,,
2021-08-13 19.00,17,174.75,-157.75,,,
2021-08-13 20.00,0,171.75,-171.75,,,
2021-08-13 21.00,0,167.25,-167.25,,,
2021-08-13 22.00,0,167.25,-167.25,,,
2021-08-13 23.00,0,168.75,-168.75,,,
2021-08-14 00.00,0,171.75,-171.75,3015,4146.75,-1131.75
2021-08-14 01.00,0,178.5,-178.5,,,
2021-08-14 02.00,0,181.5,-181.5,,,
2021-08-14 03.00,0,180.75,-180.75,,,
2021-08-14 04.00,0,178.5,-178.5,,,
2021-08-14 05.00,0,176.25,-176.25,,,
2021-08-14 06.00,20,162.75,-142.75,,,
2021-08-14 07.00,80,156.75,-76.75,,,
2021-08-14 08.00,152,160.5,-8.5,,,
2021-08-14 09.00,280,168.75,111.25,,,
2021-08-14 10.00,282,177,105,,,
2021-08-14 11.00,300,183,117,,,
2021-08-14 12.00,300,183.75,116.25,,,
2021-08-14 13.00,300,186.75,113.25,,,
2021-08-14 14.00,300,184.5,115.5,,,
2021-08-14 15.00,300,183,117,,,
2021-08-14 16.00,300,187.5,112.5,,,
2021-08-14 17.00,300,155.25,144.75,,,
2021-08-14 18.00,60,152.25,-92.25,,,
2021-08-14 19.00,41,171,-130,,,
2021-08-14 20.00,0,169.5,-169.5,,,
2021-08-14 21.00,0,165,-165,,,
2021-08-14 22.00,0,165.75,-165.75,,,
2021-08-14 23.00,0,166.5,-166.5,,,
2021-08-15 00.00,0,171.75,-171.75,3188,4181.25,-993.25
2021-08-15 01.00,0,176.25,-176.25,,,
2021-08-15 02.00,0,179.25,-179.25,,,
2021-08-15 03.00,0,179.25,-179.25,,,
2021-08-15 04.00,0,174.75,-174.75,,,
2021-08-15 05.00,0,173.25,-173.25,,,
2021-08-15 06.00,0,157.5,-157.5,,,
2021-08-15 07.00,64,151.5,-87.5,,,
2021-08-15 08.00,164,159.75,4.25,,,
2021-08-15 09.00,280,169.5,110.5,,,
2021-08-15 10.00,280,176.25,103.75,,,
2021-08-15 11.00,300,181.5,118.5,,,
2021-08-15 12.00,300,183,117,,,
2021-08-15 13.00,300,185.25,114.75,,,
2021-08-15 14.00,300,202.5,97.5,,,
2021-08-15 15.00,300,205.5,94.5,,,
2021-08-15 16.00,300,174.75,125.25,,,
2021-08-15 17.00,300,177.75,122.25,,,
2021-08-15 18.00,300,151.5,148.5,,,
2021-08-15 19.00,0,175.5,-175.5,,,
2021-08-15 20.00,0,174,-174,,,
2021-08-15 21.00,0,168,-168,,,
2021-08-15 22.00,0,166.5,-166.5,,,
2021-08-15 23.00,0,166.5,-166.5,,,
2021-08-16 00.00,0,169.5,-169.5,3041,4086,-1045
2021-08-16 01.00,0,172.5,-172.5,,,
2021-08-16 02.00,0,175.5,-175.5,,,
2021-08-16 03.00,0,177,-177,,,
2021-08-16 04.00,0,186.75,-186.75,,,
2021-08-16 05.00,0,171,-171,,,
2021-08-16 06.00,0,159.75,-159.75,,,
2021-08-16 07.00,56,150.75,-94.75,,,
2021-08-16 08.00,189,159.75,29.25,,,
2021-08-16 09.00,276,166.5,109.5,,,
2021-08-16 10.00,276,172.5,103.5,,,
2021-08-16 11.00,276,180,96,,,
2021-08-16 12.00,276,182.25,93.75,,,
2021-08-16 13.00,276,183,93,,,
2021-08-16 14.00,300,180,120,,,
2021-08-16 15.00,300,180,120,,,
2021-08-16 16.00,300,170.25,129.75,,,
2021-08-16 17.00,300,158.25,141.75,,,
2021-08-16 18.00,216,151.5,64.5,,,
2021-08-16 19.00,0,172.5,-172.5,,,
2021-08-16 20.00,0,168.75,-168.75,,,
2021-08-16 21.00,0,165.75,-165.75,,,
2021-08-16 22.00,0,165.75,-165.75,,,
2021-08-16 23.00,0,166.5,-166.5,,,
2021-08-17 00.00,0,171.75,-171.75,3145,4069.5,-924.5
2021-08-17 01.00,0,177.75,-177.75,,,
2021-08-17 02.00,0,182.25,-182.25,,,
2021-08-17 03.00,0,184.5,-184.5,,,
2021-08-17 04.00,0,180.75,-180.75,,,
2021-08-17 05.00,0,177,-177,,,
2021-08-17 06.00,1,165.75,-164.75,,,
2021-08-17 07.00,139,156.75,-17.75,,,
2021-08-17 08.00,200,162,38,,,
2021-08-17 09.00,300,165.75,134.25,,,
2021-08-17 10.00,300,171.75,128.25,,,
2021-08-17 11.00,300,176.25,123.75,,,
2021-08-17 12.00,300,169.5,130.5,,,
2021-08-17 13.00,300,172.5,127.5,,,
2021-08-17 14.00,300,175.5,124.5,,,
2021-08-17 15.00,300,176.25,123.75,,,
2021-08-17 16.00,300,168.75,131.25,,,
2021-08-17 17.00,293,154.5,138.5,,,
2021-08-17 18.00,82,148.5,-66.5,,,
2021-08-17 19.00,30,172.5,-142.5,,,
2021-08-17 20.00,0,165.75,-165.75,,,
2021-08-17 21.00,0,164.25,-164.25,,,
2021-08-17 22.00,0,162.75,-162.75,,,
2021-08-17 23.00,0,166.5,-166.5,,,
2021-08-18 00.00,0,171,-171,3174,4147.5,-973.5
2021-08-18 01.00,0,176.25,-176.25,,,
2021-08-18 02.00,0,180,-180,,,
2021-08-18 03.00,0,179.25,-179.25,,,
2021-08-18 04.00,0,174,-174,,,
2021-08-18 05.00,0,171,-171,,,
2021-08-18 06.00,0,150.75,-150.75,,,
2021-08-18 07.00,160,149.25,10.75,,,
2021-08-18 08.00,275,160.5,114.5,,,
2021-08-18 09.00,300,171,129,,,
2021-08-18 10.00,300,179.25,120.75,,,
2021-08-18 11.00,300,186,114,,,
2021-08-18 12.00,300,180.75,119.25,,,
2021-08-18 13.00,300,183.75,116.25,,,
2021-08-18 14.00,300,184.5,115.5,,,
2021-08-18 15.00,300,186.75,113.25,,,
2021-08-18 16.00,300,178.5,121.5,,,
2021-08-18 17.00,275,164.25,110.75,,,
2021-08-18 18.00,64,157.5,-93.5,,,
2021-08-18 19.00,0,178.5,-178.5,,,
2021-08-18 20.00,0,175.5,-175.5,,,
2021-08-18 21.00,0,170.25,-170.25,,,
2021-08-18 22.00,0,169.5,-169.5,,,
2021-08-18 23.00,0,169.5,-169.5,,,
2021-08-19 00.00,0,172.5,-172.5,3048,4193.25,-1145.25
2021-08-19 01.00,0,177,-177,,,
2021-08-19 02.00,0,178.5,-178.5,,,
2021-08-19 03.00,0,178.5,-178.5,,,
2021-08-19 04.00,0,174,-174,,,
2021-08-19 05.00,0,171.75,-171.75,,,
2021-08-19 06.00,0,152.25,-152.25,,,
2021-08-19 07.00,68,152.25,-84.25,,,
2021-08-19 08.00,200,162,38,,,
2021-08-19 09.00,300,174.75,125.25,,,
2021-08-19 10.00,300,181.5,118.5,,,
2021-08-19 11.00,300,187.5,112.5,,,
2021-08-19 12.00,300,190.5,109.5,,,
2021-08-19 13.00,300,191.25,108.75,,,
2021-08-19 14.00,300,189,111,,,
2021-08-19 15.00,300,189.75,110.25,,,
2021-08-19 16.00,300,180,120,,,
2021-08-19 17.00,300,166.5,133.5,,,
2021-08-19 18.00,80,157.5,-77.5,,,
2021-08-19 19.00,0,180,-180,,,
2021-08-19 20.00,0,175.5,-175.5,,,
2021-08-19 21.00,0,171,-171,,,
2021-08-19 22.00,0,168.75,-168.75,,,
2021-08-19 23.00,0,171,-171,,,
2021-08-20 00.00,0,173.25,-173.25,3060,4275,-1215
2021-08-20 01.00,0,176.25,-176.25,,,
2021-08-20 02.00,0,178.5,-178.5,,,
